Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,raze,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,skye,0.4
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,breach,0.4
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,kayo,0.3
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,killjoy,0.3
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,phoenix,0.3
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,brimstone,0.2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,sova,0.2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,cypher,0.2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,gekko,0.2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,jett,0.2
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,yoru,0.1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,harbor,0.1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,fade,0.1
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,neon,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,iso,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,reyna,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,sage,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,clove,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,chamber,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,All Maps,astra,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,viper,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,omen,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,raze,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,skye,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,breach,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,kayo,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,killjoy,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,sova,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,cypher,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,gekko,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,jett,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,yoru,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,harbor,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,fade,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,neon,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,iso,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,reyna,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,sage,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,clove,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,chamber,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Icebox,astra,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,viper,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,omen,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,raze,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,skye,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,breach,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,kayo,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,killjoy,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,phoenix,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,brimstone,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,sova,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,cypher,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,gekko,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,jett,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,yoru,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,harbor,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,fade,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,neon,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,iso,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,reyna,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,sage,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,clove,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,chamber,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Bind,astra,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,viper,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,omen,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,raze,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,skye,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,breach,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,kayo,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,killjoy,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,phoenix,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,sova,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,cypher,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,gekko,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,jett,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,yoru,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,harbor,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,fade,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,neon,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,iso,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,reyna,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,sage,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,clove,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,chamber,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Lotus,astra,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,viper,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,omen,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,raze,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,skye,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,breach,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,kayo,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,killjoy,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,sova,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,cypher,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,gekko,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,jett,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,yoru,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,harbor,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,fade,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,neon,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,iso,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,reyna,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,sage,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,clove,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,chamber,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Split,astra,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,viper,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,omen,1.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,raze,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,skye,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,breach,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,kayo,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,killjoy,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,phoenix,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,sova,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,cypher,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,gekko,0.5
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,jett,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,yoru,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,harbor,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,fade,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,neon,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,iso,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,reyna,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,sage,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,clove,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,chamber,0.0
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,Sunset,astra,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,viper,0.88
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,cypher,0.81
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,raze,0.63
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,omen,0.63
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,sova,0.44
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,jett,0.38
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,skye,0.38
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,kayo,0.25
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,breach,0.13
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,astra,0.13
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,harbor,0.13
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,yoru,0.13
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,gekko,0.06
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,killjoy,0.06
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,iso,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,neon,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,fade,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,reyna,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,sage,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,clove,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,chamber,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,All Maps,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,viper,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,cypher,0.67
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,raze,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,omen,0.67
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,sova,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,jett,0.33
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,skye,0.67
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,kayo,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,breach,0.33
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,astra,0.33
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,harbor,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,yoru,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,gekko,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,killjoy,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,iso,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,neon,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,fade,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,reyna,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,sage,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,clove,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,chamber,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Split,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,viper,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,cypher,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,raze,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,omen,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,sova,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,jett,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,skye,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,kayo,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,breach,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,astra,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,harbor,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,yoru,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,gekko,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,killjoy,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,iso,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,neon,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,fade,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,reyna,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,sage,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,clove,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,chamber,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Breeze,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,viper,0.75
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,cypher,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,raze,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,omen,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,sova,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,jett,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,skye,0.25
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,kayo,0.25
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,breach,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,astra,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,harbor,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,yoru,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,gekko,0.25
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,killjoy,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,iso,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,neon,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,fade,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,reyna,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,sage,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,clove,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,chamber,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sunset,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,viper,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,cypher,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,raze,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,omen,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,sova,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,jett,1.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,skye,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,kayo,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,breach,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,astra,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,harbor,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,yoru,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,gekko,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,killjoy,0.5
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,iso,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,neon,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,fade,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,reyna,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,sage,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,clove,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,chamber,0.0
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Ascent,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,viper,0.7
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,jett,0.6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,raze,0.6
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,skye,0.5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,killjoy,0.5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,kayo,0.4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,sova,0.4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,omen,0.4
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,astra,0.2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,cypher,0.2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,brimstone,0.2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,gekko,0.1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,fade,0.1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,yoru,0.1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,harbor,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,iso,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,breach,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,neon,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,reyna,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,sage,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,clove,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),All Maps,chamber,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,viper,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,jett,1.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,raze,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,skye,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,killjoy,1.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,kayo,1.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,sova,1.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,omen,1.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,astra,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,cypher,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,brimstone,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,gekko,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,fade,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,yoru,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,harbor,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,iso,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,breach,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,neon,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,deadlock,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,phoenix,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,reyna,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,sage,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,clove,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Ascent,chamber,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,viper,1.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,jett,0.5
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,raze,1.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,skye,1.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,killjoy,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,kayo,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,sova,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,omen,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,astra,0.0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Bind,cypher,0.0
